gene_symbol	Ensembl_ID	length	R20240001_01_EKRN240009369-1A_22375FLT4_L6	R20240001_03_EKRN240009371-1A_22375FLT4_L6	R20240001_04_EKRN240009372-1A_22375FLT4_L6	R20240001_02_EKRN240009370-1A_22375FLT4_L6
LINC00466	ENSG00000224209	7361	0	0	0	2
NFIA-AS1	ENSG00000237853	842	1	0	1	0
MAGOH	ENSG00000162385	1363	2603	1986	2420	2997
	ENSG00000231413	292	0	0	0	0
DEPDC1-AS1	ENSG00000234264	1247	14	9	9	12
	ENSG00000242391	380	0	0	0	0
LINC01707	ENSG00000223883	6152	1	0	0	0
	ENSG00000284808	2442	0	0	0	0
SKINT1L	ENSG00000242267	2010	0	0	1	2
	ENSG00000237227	307	0	0	0	0
	ENSG00000275350	585	0	0	0	0
DLEU2L	ENSG00000116652	3555	10	54	15	22
	ENSG00000203605	823	0	0	0	0
CDKN2C	ENSG00000123080	3018	850	538	799	911
	ENSG00000285778	3776	0	0	0	0
CAPZB	ENSG00000077549	19094	2601	1848	2234	2912
	ENSG00000233407	250	0	0	0	0
LINC01771	ENSG00000225675	567	12	21	29	35
ELOCP18	ENSG00000237622	337	0	0	0	0
C1ORF87	ENSG00000162598	4422	2	0	2	1
	ENSG00000280317	301	0	0	0	0
ZSWIM5	ENSG00000162415	6095	85	53	104	99
OMA1	ENSG00000162600	3718	258	382	248	296
SLC35D1	ENSG00000116704	6193	728	866	709	809
	ENSG00000261213	1410	0	0	0	0
HIGD1AP11	ENSG00000227644	280	0	0	0	0
LRP8	ENSG00000157193	19668	3921	4651	3887	4587
TCEANC2	ENSG00000116205	12168	857	454	813	919
KTI12	ENSG00000198841	1708	316	525	301	366
LRRC42	ENSG00000116212	2164	2032	1508	1999	2398
PIGPP2	ENSG00000234204	458	0	0	0	0
	ENSG00000224127	670	0	0	0	0
	ENSG00000233099	377	2	0	1	6
GDI2P2	ENSG00000233994	608	8	20	4	4
CYP46A4P	ENSG00000237180	267	0	0	0	0
	ENSG00000213561	766	0	0	0	0
MRPS21P1	ENSG00000234496	223	0	0	0	0
LINC01360	ENSG00000233973	5534	0	0	0	0
LINC02567	ENSG00000237552	448	0	0	0	0
KANK4	ENSG00000132854	6814	304	114	295	314
	ENSG00000227556	107	0	0	0	0
DNAJB4	ENSG00000162616	3702	1167	1865	847	1166
	ENSG00000271355	465	0	0	0	0
USP1	ENSG00000162607	3869	10129	19455	8440	10366
ERI3-IT1	ENSG00000233602	619	4	0	5	7
	ENSG00000233271	428	0	0	0	0
	ENSG00000285954	886	0	0	0	0
RNFT1P2	ENSG00000233333	757	0	0	0	0
AK5	ENSG00000154027	6948	297	242	270	354
	ENSG00000234108	331	0	0	0	0
ADH5P2	ENSG00000232676	1124	0	0	0	0
TXNP2	ENSG00000225167	295	0	0	0	0
SPATA6	ENSG00000132122	5938	128	286	165	181
	ENSG00000213579	457	0	0	0	1
GIPC2	ENSG00000137960	3904	7	0	3	4
	ENSG00000237852	423	1	0	0	0
RPE65	ENSG00000116745	2605	0	0	0	0
ANGPTL3	ENSG00000132855	3371	1	11	2	4
	ENSG00000285407	2810	0	0	0	0
	ENSG00000272506	618	2	0	2	3
GNG12	ENSG00000172380	4715	4850	7673	4576	5339
	ENSG00000286429	1206	1	0	4	2
	ENSG00000272855	463	2	0	2	0
	ENSG00000270549	238	0	0	0	0
	ENSG00000237163	303	2	0	0	1
KRT8P21	ENSG00000229636	1491	0	0	0	0
DNAJC6	ENSG00000116675	6958	1845	2703	2246	2355
	ENSG00000224149	2203	0	0	0	1
AK4	ENSG00000162433	7578	2983	2931	2630	2996
LEPROT	ENSG00000213625	5237	1350	2221	1338	1554
RPL31P12	ENSG00000227207	358	0	0	0	0
LINC02796	ENSG00000227016	1382	0	0	0	0
NDUFS5P3	ENSG00000233664	321	0	0	0	0
NFIA-AS2	ENSG00000237928	6214	7	0	6	11
CACHD1	ENSG00000158966	7022	4148	4565	3967	4955
	ENSG00000213703	546	0	0	0	1
EFCAB7	ENSG00000203965	5704	360	712	302	386
LINC02238	ENSG00000223479	819	0	0	0	0
	ENSG00000233674	271	3	0	0	0
MCOLN2	ENSG00000153898	3442	1	0	3	1
	ENSG00000233290	7213	0	8	5	2
ST6GALNAC5	ENSG00000117069	6059	2271	3184	3646	2843
	ENSG00000229943	339	0	0	0	0
	ENSG00000286918	1791	16	0	2	6
	ENSG00000228734	859	0	0	0	0
ATG4C	ENSG00000125703	3116	976	1702	843	1045
	ENSG00000285041	2636	9	0	0	7
	ENSG00000185839	690	20	34	18	30
LINC02797	ENSG00000285808	1065	0	0	0	0
	ENSG00000275678	2352	0	0	0	0
	ENSG00000229440	217	0	0	0	0
COX6CP13	ENSG00000234144	226	2	0	1	0
LINC01359	ENSG00000226891	7863	23	38	31	13
TXN2P1	ENSG00000213540	493	0	0	1	1
	ENSG00000277670	263	0	0	0	0
PDE4B-AS1	ENSG00000227466	456	0	0	0	0
ASB17	ENSG00000154007	1080	0	0	0	1
COX6B1P7	ENSG00000225242	235	0	0	0	0
	ENSG00000230498	2086	44	50	62	43
RPL21P24	ENSG00000229554	448	0	0	0	0
	ENSG00000285782	761	0	0	0	0
ADGRL4	ENSG00000162618	5798	0	0	0	0
	ENSG00000224493	670	0	0	3	3
GJA9	ENSG00000131233	2439	0	0	0	0
	ENSG00000272371	456	1	0	4	4
	ENSG00000287647	2059	0	0	0	0
	ENSG00000229225	157	0	0	0	0
	ENSG00000230863	2159	3	0	4	1
PRKACB-DT	ENSG00000271576	1601	206	184	227	207
	ENSG00000213560	556	0	0	0	0
	ENSG00000287224	1416	0	0	0	0
	ENSG00000225598	580	0	0	0	0
ATP6V0E1P4	ENSG00000227883	242	0	0	0	0
PPIE	ENSG00000084072	11124	1210	822	1256	1506
	ENSG00000286455	1126	0	0	0	0
	ENSG00000225087	2896	0	0	0	0
PPP1R8P1	ENSG00000224986	1044	1	0	4	3
	ENSG00000280378	1755	11	0	11	21
CLCA1	ENSG00000016490	3310	0	0	0	0
MTF1	ENSG00000188786	7989	530	371	516	592
JAK1	ENSG00000162434	12620	1823	1857	1904	2122
	ENSG00000230053	368	0	0	0	1
TTLL7	ENSG00000137941	10547	1509	3107	1601	1651
	ENSG00000273338	209	17	36	14	10
GADD45A	ENSG00000116717	1925	2849	3028	3046	4032
	ENSG00000223720	651	0	0	1	0
	ENSG00000224326	349	0	0	0	0
	ENSG00000235002	397	0	0	0	0
	ENSG00000286548	6245	15	37	27	32
KDM4A	ENSG00000066135	5184	912	718	1348	1126
	ENSG00000230027	1312	0	0	1	0
TTLL7-IT1	ENSG00000233061	2921	1	8	2	1
	ENSG00000272094	879	0	0	0	1
NEGR1-IT1	ENSG00000228853	534	0	0	0	0
CAPNS1P1	ENSG00000215874	633	0	0	0	0
LINC02777	ENSG00000232453	2068	1	0	2	3
LDC1P	ENSG00000260386	3555	0	0	0	0
	ENSG00000284895	81	0	0	0	0
ZNHIT6	ENSG00000117174	6203	1727	2654	1514	1843
MGC27382	ENSG00000237413	2481	11	5	3	3
MROH7	ENSG00000184313	9088	3	12	8	11
	ENSG00000284645	3304	0	0	0	0
	ENSG00000225605	2097	0	0	0	1
LINC01763	ENSG00000225446	1842	1	0	1	2
	ENSG00000288543	497	24	52	43	56
PTGFR	ENSG00000122420	5764	1023	1808	1915	1423
LINC02801	ENSG00000284240	4926	0	0	0	0
EEF1GP7	ENSG00000236290	703	1	0	3	1
LMO4	ENSG00000143013	5421	4375	5917	4514	5220
	ENSG00000226084	555	117	535	162	165
PRPF38A	ENSG00000134748	5617	4746	5835	4104	5347
SYDE2	ENSG00000097096	6405	1	14	2	0
PIGK	ENSG00000142892	5514	1351	3003	1358	1508
HNRNPA3P12	ENSG00000219102	1063	14	15	12	15
ST6GALNAC3	ENSG00000184005	7212	442	833	473	551
	ENSG00000230953	175	0	0	0	3
	ENSG00000287743	1672	12	19	31	17
PGBD4P8	ENSG00000229332	562	0	0	3	0
MTND2P30	ENSG00000227937	382	0	0	0	0
RPL7P10	ENSG00000229752	739	0	0	0	1
PKN2-AS1	ENSG00000237505	16635	3	7	0	7
LINC02792	ENSG00000285462	1507	0	0	0	0
	ENSG00000233216	322	0	0	0	1
GUCA2A	ENSG00000197273	597	1	0	0	0
	ENSG00000226804	1160	0	0	0	0
	ENSG00000285325	1172	0	0	0	0
	ENSG00000230728	623	5	0	0	0
USP24	ENSG00000162402	12023	5132	5857	4234	5265
SLC25A6P3	ENSG00000232846	879	0	0	0	0
	ENSG00000219201	921	23	80	31	26
PSAT1P3	ENSG00000230787	1111	1	1	1	2
DOCK7	ENSG00000116641	24890	3626	5317	3658	3992
NEXN-AS1	ENSG00000235927	2292	1	0	1	1
	ENSG00000223920	715	1	0	0	0
	ENSG00000237453	343	0	0	0	0
NEGR1	ENSG00000172260	13208	32	55	40	54
	ENSG00000285473	716	0	0	0	0
RPL36AP10	ENSG00000237959	322	0	0	0	0
LINC01712	ENSG00000231364	1841	0	0	0	0
	ENSG00000234578	470	0	0	0	0
FAAH	ENSG00000117480	2724	207	35	213	212
KYAT3	ENSG00000137944	2196	1333	2813	1453	1533
	ENSG00000229505	736	0	0	0	0
	ENSG00000228187	571	0	0	0	1
	ENSG00000285201	441	0	0	0	0
SHISAL2A	ENSG00000182183	2684	1	0	3	4
HMGB1P18	ENSG00000236407	619	0	0	0	0
CLCA4-AS1	ENSG00000236915	2738	0	0	0	0
	ENSG00000271949	654	0	0	0	0
	ENSG00000227062	418	0	0	0	0
DNTTIP2	ENSG00000067334	7518	5095	9251	4023	5029
	ENSG00000235011	355	0	0	0	0
	ENSG00000235673	691	0	0	0	0
	ENSG00000226938	383	0	0	0	0
HNRNPA1P64	ENSG00000213559	922	0	0	0	0
	ENSG00000287587	1188	1	0	0	2
ODF2L	ENSG00000122417	10898	1361	3150	1227	1474
PTPRF	ENSG00000142949	10712	16188	4742	17017	20336
DHCR24	ENSG00000116133	6214	14567	3573	12123	16241
LINC02795	ENSG00000285210	2885	2	12	13	4
PHKA1P1	ENSG00000232882	621	4	0	0	2
CDCA4P2	ENSG00000224466	718	0	0	0	0
COL24A1	ENSG00000171502	9568	0	0	1	0
BSND	ENSG00000162399	9761	0	0	0	0
	ENSG00000231349	691	0	0	0	0
GPX7	ENSG00000116157	1692	826	619	822	969
SLC44A3	ENSG00000143036	2869	67	78	99	118
ACTG1P21	ENSG00000232672	1000	0	0	0	0
LINC01362	ENSG00000230817	2155	0	0	0	0
NSRP1P1	ENSG00000235613	1693	1	8	0	0
PKN2	ENSG00000065243	6897	3775	6353	3413	4233
DAB1-AS1	ENSG00000226759	4340	0	0	0	1
MTCO1P21	ENSG00000226960	589	0	0	0	0
	ENSG00000233877	387	0	0	0	0
	ENSG00000234080	877	0	0	1	0
	ENSG00000237899	471	5	0	12	10
	ENSG00000234784	241	0	0	0	0
GBP1P1	ENSG00000225492	2352	0	0	0	0
	ENSG00000223905	664	0	0	0	0
LINC01364	ENSG00000227290	920	0	11	2	0
	ENSG00000229486	1401	0	0	0	0
RPSAP65	ENSG00000223683	595	0	0	0	0
	ENSG00000282898	559	0	0	0	0
	ENSG00000285409	597	0	0	0	0
CLCA4	ENSG00000016602	3447	0	0	0	0
MIR4422HG	ENSG00000231090	2568	0	0	0	0
ABCD3	ENSG00000117528	7655	3345	4939	2864	3624
MROH7-TTC4	ENSG00000271723	7090	1	0	0	0
ZMYND12	ENSG00000066185	2181	1	0	1	4
ALG14	ENSG00000172339	9641	441	437	368	504
ZZZ3	ENSG00000036549	9008	2362	3507	2496	2751
	ENSG00000287724	831	3	21	4	2
YIPF1	ENSG00000058799	2036	594	403	581	723
	ENSG00000225191	1240	0	0	0	0
	ENSG00000287870	1211	0	0	2	3
	ENSG00000235563	1871	5	0	8	6
HNRNPCP9	ENSG00000232048	859	0	0	0	0
KATNBL1P2	ENSG00000232857	835	0	0	0	0
	ENSG00000273637	2171	0	0	0	0
NFYC-AS1	ENSG00000272145	1687	126	159	105	125
LDLRAD1	ENSG00000203985	2376	0	0	0	0
	ENSG00000228838	675	2	15	1	1
	ENSG00000283761	5765	4	22	2	7
	ENSG00000284716	1043	1	0	0	0
GJB4	ENSG00000189433	1444	0	0	0	0
	ENSG00000230759	418	0	0	0	0
	ENSG00000231866	175	0	0	0	0
TMEM125	ENSG00000179178	2138	0	0	0	0
DMRTA2	ENSG00000142700	3168	4	0	1	5
	ENSG00000285525	1414	0	0	0	0
	ENSG00000236098	592	0	0	0	0
	ENSG00000233514	360	11	154	9	11
HIVEP3	ENSG00000127124	14625	277	189	325	300
	ENSG00000266993	1819	35	38	23	22
CLCA3P	ENSG00000153923	3437	0	0	0	0
SH3GLB1	ENSG00000097033	6881	3617	4752	3314	4040
	ENSG00000223675	2171	0	0	0	0
PRAMEF8	ENSG00000182330	1937	0	0	0	0
TM2D1	ENSG00000162604	5516	714	1334	650	743
HMGB1P45	ENSG00000229316	653	0	0	0	0
SCP2	ENSG00000116171	8253	2240	4142	2211	2666
	ENSG00000287406	968	0	0	0	2
FAF1-AS1	ENSG00000225767	503	0	0	0	0
MTND4P11	ENSG00000234099	1058	0	0	0	0
BCAR3	ENSG00000137936	6919	218	128	325	336
	ENSG00000235308	475	3	0	2	1
MTCO3P21	ENSG00000232752	643	0	0	0	0
TBCAP2	ENSG00000235829	326	1	0	0	0
BARHL2	ENSG00000143032	2044	4	0	1	2
LINC02607	ENSG00000228971	6920	43	185	53	61
OAZ1P1	ENSG00000226745	685	0	0	0	0
DMAP1	ENSG00000178028	5599	1131	490	936	1186
	ENSG00000280040	672	1	0	0	1
AHCYL1	ENSG00000168710	5035	5673	5459	6343	6995
CNN3	ENSG00000117519	2783	10986	14181	10333	13230
	ENSG00000270507	150	0	0	0	0
OOSP1P1	ENSG00000238037	274	0	0	0	0
	ENSG00000215869	3146	0	0	0	0
VAV3	ENSG00000134215	7306	546	1040	513	738
	ENSG00000227935	708	0	0	1	0
HNRNPA1P6	ENSG00000229887	1447	1	0	6	3
EEF1A1P11	ENSG00000228502	1389	15	25	24	22
LINC01361	ENSG00000236268	4746	0	0	0	0
	ENSG00000271277	379	0	0	0	0
RPS20P5	ENSG00000236888	360	0	0	0	1
	ENSG00000279778	3087	1	0	0	0
HSPE1P25	ENSG00000232015	251	1	0	0	0
	ENSG00000230955	481	0	0	0	0
	ENSG00000230828	346	2	0	3	1
DPYD	ENSG00000188641	7131	1512	2919	1926	1953
TLCD4	ENSG00000152078	7385	350	1029	392	489
H3P2	ENSG00000237279	395	0	0	0	0
	ENSG00000233359	1734	0	0	0	0
	ENSG00000237954	879	0	0	0	0
POU3F1	ENSG00000185668	2965	159	65	199	302
LRRC8D	ENSG00000171492	4852	1647	2287	2321	2156
	ENSG00000233129	766	0	0	0	0
S1PR1	ENSG00000170989	5223	15	0	16	25
MCOLN3	ENSG00000055732	6624	0	0	0	0
	ENSG00000258634	4216	544	325	538	615
	ENSG00000271914	396	0	0	0	0
NFU1P2	ENSG00000233557	469	0	0	0	0
	ENSG00000237897	593	0	0	0	0
ELAPOR1	ENSG00000116299	9194	11	0	14	13
ARHGAP29	ENSG00000137962	18370	460	804	518	556
ST13P21	ENSG00000227832	1098	0	0	0	0
	ENSG00000286692	486	1	0	2	0
	ENSG00000236674	1357	0	0	0	0
	ENSG00000260464	1766	9	0	10	14
LINC02790	ENSG00000237435	2804	0	0	0	0
	ENSG00000232825	5981	1	0	0	0
	ENSG00000231996	152	0	0	0	0
	ENSG00000273204	429	7	0	6	12
PGM1	ENSG00000079739	4077	1611	841	1693	1924
IGSF21	ENSG00000117154	3033	17	0	39	30
COA7	ENSG00000162377	4148	5125	4732	4504	5882
	ENSG00000224613	2774	1	0	0	1
PFN1P10	ENSG00000176378	327	0	0	0	0
MAD2L2	ENSG00000116670	3324	1406	229	1147	1498
	ENSG00000215871	814	0	0	0	0
	ENSG00000287372	4336	0	0	0	0
DPYD-IT1	ENSG00000232542	401	0	0	0	0
GYG1P3	ENSG00000231095	994	0	0	0	0
OLFML3	ENSG00000116774	2821	21	0	10	24
	ENSG00000287756	1453	0	0	0	0
TRABD2B	ENSG00000269113	7524	3	0	9	10
	ENSG00000284652	1765	3	0	9	10
GCLM	ENSG00000023909	5426	2040	3244	1132	1884
TGFBR3	ENSG00000069702	8577	257	301	203	299
CNOT7P2	ENSG00000232185	832	0	0	0	0
VAV3-AS1	ENSG00000230489	619	0	0	0	0
	ENSG00000230721	555	0	0	1	0
	ENSG00000228399	343	0	0	0	0
RPL21P23	ENSG00000236776	460	0	0	0	0
	ENSG00000285928	1795	46	71	25	43
	ENSG00000224685	321	0	0	0	0
	ENSG00000287076	2626	0	0	0	0
	ENSG00000237480	8919	0	0	0	0
	ENSG00000271252	287	0	0	0	2
ALG14-AS1	ENSG00000230427	1096	1	14	0	1
MTND3P21	ENSG00000235794	331	0	0	0	0
	ENSG00000286758	599	3	7	2	3
ELAVL4-AS1	ENSG00000237337	858	0	0	2	2
	ENSG00000233983	399	0	0	0	0
SZT2	ENSG00000198198	26354	1246	237	1328	1396
	ENSG00000225183	238	0	0	0	0
LINC01349	ENSG00000230402	497	0	0	0	0
PHTF1	ENSG00000116793	7170	2265	2666	1664	2351
	ENSG00000286899	1802	2	0	0	0
GSTM5	ENSG00000134201	6067	0	0	1	0
	ENSG00000238122	2481	0	0	0	0
	ENSG00000260879	1566	0	0	0	0
GSTM2	ENSG00000213366	9116	479	171	419	563
	ENSG00000230864	931	0	0	0	0
	ENSG00000283354	285	0	0	0	0
	ENSG00000232918	488	0	0	0	0
RRAS2P1	ENSG00000236360	502	0	0	0	0
RPSAP19	ENSG00000183298	880	9	22	11	8
BCAS2P2	ENSG00000234332	674	2	0	1	2
F3	ENSG00000117525	2886	1879	2061	1164	1757
FTH1P22	ENSG00000225079	520	0	0	1	0
	ENSG00000226483	670	0	0	0	0
WARS2-IT1	ENSG00000224238	2060	1	0	0	0
LINC01739	ENSG00000229537	2067	0	0	0	0
DNAJA1P5	ENSG00000162699	943	0	0	0	0
RPL22P6	ENSG00000268993	388	0	0	0	0
VCAM1	ENSG00000162692	6049	3	1	4	1
HSP90B3P	ENSG00000203914	1567	0	0	2	0
EPS15-AS1	ENSG00000227070	476	0	0	0	1
	ENSG00000270457	338	2	0	1	6
HIPK1	ENSG00000163349	9148	5335	5551	4658	5720
HSD3BP2	ENSG00000203858	1118	0	0	0	0
PSRC1	ENSG00000134222	2855	3277	1095	2606	3412
LINC01787	ENSG00000231987	1994	0	0	0	0
SEC63P1	ENSG00000228057	1258	14	63	35	23
CYP4A27P	ENSG00000261593	190	0	0	0	0
LINC01708	ENSG00000224445	1045	0	0	0	0
MTATP6P13	ENSG00000229842	667	0	0	0	0
	ENSG00000270631	558	0	0	0	0
LINC02787	ENSG00000229201	231	0	0	0	0
GPR88	ENSG00000181656	3492	0	0	0	0
RWDD3	ENSG00000122481	1927	104	132	89	81
MAN1A2	ENSG00000198162	9667	2740	4477	2573	2951
LRIG2-DT	ENSG00000238198	2467	14	16	9	21
LPAR3	ENSG00000171517	3536	394	466	359	479
	ENSG00000228852	1418	14	27	5	6
LINC02868	ENSG00000203864	386	0	0	0	0
	ENSG00000233482	352	0	0	0	0
LINC01753	ENSG00000230250	707	0	0	0	0
	ENSG00000287374	1992	0	0	0	0
DPYD-AS1	ENSG00000232878	1479	1	0	2	0
CTTNBP2NL	ENSG00000143079	7371	1656	2463	1597	1879
PDE4DIPP5	ENSG00000275064	1270	0	0	0	0
SORT1	ENSG00000134243	9127	4626	3857	4353	5288
	ENSG00000227034	257	11	2	3	5
	ENSG00000232450	748	72	3	55	86
RBMX2P3	ENSG00000223575	957	0	0	0	0
LINC01676	ENSG00000230768	3120	0	0	0	0
DNAI3	ENSG00000162643	3923	0	0	0	0
HIPK1-AS1	ENSG00000235527	3090	1	0	0	2
LINC01525	ENSG00000235202	858	0	0	0	0
	ENSG00000272715	383	1	0	1	3
	ENSG00000235038	620	0	0	0	0
STRIP1	ENSG00000143093	7344	2196	767	2212	2654
BCL2L15	ENSG00000188761	9095	25	77	12	28
TPI1P1	ENSG00000226415	750	133	113	140	215
SLC25A24	ENSG00000085491	6726	4390	7435	3970	4780
PLPPR5	ENSG00000117598	4699	305	420	262	334
MYBPHL	ENSG00000221986	1759	2	7	2	6
PIFO	ENSG00000173947	3949	0	0	0	0
SLC25A24P1	ENSG00000241361	1882	0	0	0	0
LINC01650	ENSG00000230434	1183	0	0	0	0
	ENSG00000230718	358	0	0	0	1
TSPAN2	ENSG00000134198	3413	0	0	1	0
GAPDHP23	ENSG00000235595	993	0	0	0	0
LINC01776	ENSG00000226053	2229	0	0	0	1
RPL26P9	ENSG00000226128	433	1	0	0	0
LRIG2	ENSG00000198799	12467	1324	1743	1236	1367
	ENSG00000279513	1492	1	12	7	4
PSMA5	ENSG00000143106	5734	4699	3148	3835	5237
SLC35A3	ENSG00000117620	18235	910	1672	869	905
	ENSG00000280186	2331	4	26	5	7
	ENSG00000280099	1717	0	0	0	0
	ENSG00000223906	467	0	0	0	0
AGL	ENSG00000162688	8157	1254	2110	1271	1330
SLC6A17	ENSG00000197106	6636	37	0	40	58
	ENSG00000259946	1810	52	162	44	56
	ENSG00000236137	1946	9	0	7	9
HSD3B2	ENSG00000203859	2277	0	0	0	0
	ENSG00000228086	592	0	0	0	0
	ENSG00000213421	783	0	0	0	0
PTPN22	ENSG00000134242	4497	4	25	4	0
CHIAP3	ENSG00000234020	1133	0	0	0	0
COL11A1	ENSG00000060718	9091	56	111	78	99
RPS3AP12	ENSG00000236804	753	0	0	0	0
GAPDHP64	ENSG00000231072	1003	0	0	0	0
	ENSG00000273406	476	0	0	0	0
RNPC3	ENSG00000185946	6867	482	1294	507	657
SNX7	ENSG00000162627	2067	492	756	434	591
AP4B1	ENSG00000134262	5847	711	424	643	855
LINC01709	ENSG00000226715	2862	0	0	1	0
SARS1	ENSG00000031698	3849	8693	5024	15506	12182
SLC30A7	ENSG00000162695	8600	1640	3216	1405	1799
SLC16A1-AS1	ENSG00000226419	12677	695	773	580	718
GSTM1	ENSG00000134184	2512	685	225	652	893
	ENSG00000286620	2210	0	0	0	0
SEC22B	ENSG00000265808	9039	3159	3742	3031	3484
MYSM1	ENSG00000162601	13115	2218	4696	1983	2329
CYP4A44P	ENSG00000261290	154	0	0	0	0
	ENSG00000275129	109	0	0	0	0
	ENSG00000225923	742	0	0	0	0
PTGFRN	ENSG00000134247	6488	3827	2585	3697	4362
HSD3BP1	ENSG00000187481	1111	0	0	0	0
BCAS2	ENSG00000116752	1289	2885	5918	2748	3300
ZNF326	ENSG00000162664	10988	3386	5788	2583	3538
	ENSG00000236866	1091	0	0	1	0
RNVU1-8	ENSG00000286172	141	0	0	0	1
TRIM45	ENSG00000134253	4368	846	446	859	1086
	ENSG00000277655	451	0	0	0	0
RPS26P15	ENSG00000223416	348	2	0	0	2
	ENSG00000213226	960	0	0	1	0
NBPF17P	ENSG00000179571	2119	0	0	0	0
SEPTIN2P1	ENSG00000227850	180	0	0	0	2
NBPF5P	ENSG00000243967	1606	0	0	0	0
DPYD-AS2	ENSG00000235777	974	0	0	0	1
	ENSG00000260246	491	0	0	0	0
VANGL1	ENSG00000173218	9045	361	229	287	406
LINC02788	ENSG00000285532	1014	5	0	2	1
	ENSG00000278182	270	0	0	0	0
VPS25P1	ENSG00000226755	508	6	0	2	0
LINC01780	ENSG00000232650	1528	0	0	3	0
TENT5C	ENSG00000183508	5654	1	0	2	1
	ENSG00000227712	2921	0	0	0	3
PDZK1	ENSG00000174827	2480	29	29	12	16
	ENSG00000234225	884	2	0	0	0
	ENSG00000277095	1807	1	0	4	6
RPL7AP15	ENSG00000236806	795	0	0	0	1
NBPF25P	ENSG00000272150	3827	17	17	10	12
LINC01731	ENSG00000234283	420	0	0	0	0
	ENSG00000237188	4139	0	0	0	0
NBPF8	ENSG00000270231	5961	442	557	372	386
GAPDHP74	ENSG00000232780	915	0	0	0	0
VPS45	ENSG00000136631	6637	2438	2629	2095	2524
	ENSG00000274927	1232	0	0	0	0
CLCA4-AS1	ENSG00000261737	961	17	5	5	7
	ENSG00000264145	675	0	0	0	0
LINC01397	ENSG00000258673	579	1	0	2	1
MTND5P20	ENSG00000238256	143	0	0	0	0
RNF115	ENSG00000265491	11059	1828	2486	1734	2143
SYCP1	ENSG00000198765	4278	0	0	0	0
	ENSG00000224335	217	0	0	0	0
	ENSG00000277702	213	0	0	0	0
PIP5K1A	ENSG00000143398	5405	5899	2721	5099	6391
GDAP2	ENSG00000196505	10487	728	1298	710	865
PRPF3	ENSG00000117360	5408	3698	2191	2985	3934
	ENSG00000225871	1679	1	1	0	2
NEFHP1	ENSG00000223489	2629	0	0	0	0
DCLRE1B	ENSG00000118655	3868	2069	1401	1609	2221
	ENSG00000230546	141	0	0	0	0
VDAC2P3	ENSG00000213262	828	0	0	0	0
	ENSG00000285554	1155	14	0	6	9
	ENSG00000232536	526	0	0	0	0
	ENSG00000287015	719	0	0	0	1
	ENSG00000241720	808	0	0	1	3
	ENSG00000235526	508	7	0	3	12
FTLP17	ENSG00000228347	525	0	0	0	0
HYDIN2	ENSG00000276975	17641	0	0	0	0
HIGD1AP12	ENSG00000236012	281	0	0	0	0
	ENSG00000270911	1251	1	0	0	0
	ENSG00000272824	442	0	0	0	0
TSHB	ENSG00000134200	528	0	0	0	0
POGZ	ENSG00000143442	10301	6308	5413	6148	6961
SOD2P1	ENSG00000234257	562	0	0	0	0
C1ORF54	ENSG00000118292	1270	18	31	18	27
	ENSG00000231128	1582	1	0	0	0
WDR3	ENSG00000065183	10276	5307	6067	4784	5799
PLEKHO1	ENSG00000023902	6629	4413	1250	3545	5214
LINC02798	ENSG00000227082	4737	4	0	0	2
	ENSG00000228626	285	0	0	0	0
PSMC1P12	ENSG00000226126	1314	0	0	0	0
SLC22A15	ENSG00000163393	5277	132	192	134	169
SCNM1	ENSG00000163156	3264	1878	1347	1871	2318
FLG	ENSG00000143631	12793	0	0	0	0
ALX3	ENSG00000156150	1976	0	0	0	0
RPS15AP9	ENSG00000228453	381	0	0	0	0
	ENSG00000274642	853	0	4	1	0
NHLH2	ENSG00000177551	7541	3706	5871	3985	4590
TRIM33	ENSG00000197323	9604	4416	7359	4058	4601
H3P4	ENSG00000213244	416	0	0	0	0
	ENSG00000233029	3543	0	0	0	0
FLG-AS1	ENSG00000237975	14980	0	0	0	0
	ENSG00000261168	1536	29	22	28	24
	ENSG00000287980	1348	0	0	0	0
	ENSG00000229283	476	0	0	0	0
	ENSG00000271419	864	0	0	0	0
PDE4DIP	ENSG00000178104	27623	96	69	63	64
	ENSG00000226172	653	0	0	0	0
CDC14A	ENSG00000079335	6510	279	607	275	289
CD53	ENSG00000143119	2152	0	0	0	1
RLIMP2	ENSG00000237278	1563	0	0	0	0
AP4B1-AS1	ENSG00000226167	1734	25	16	18	29
	ENSG00000285062	140	0	0	0	0
APH1A	ENSG00000117362	3473	6300	774	5659	7109
MTIF2P1	ENSG00000233432	1548	0	0	0	0
	ENSG00000227700	517	0	0	0	0
	ENSG00000229911	680	0	0	0	0
FLG2	ENSG00000143520	9124	0	0	0	0
SRGAP2C	ENSG00000171943	7335	441	661	467	502
	ENSG00000270719	214	0	0	0	0
SPAG17	ENSG00000155761	9828	4	6	2	10
CIART	ENSG00000159208	2849	300	113	260	328
SRGAP2-AS1	ENSG00000230806	2649	1	0	0	0
TTF2	ENSG00000116830	10158	5278	4724	4515	5456
S100A7	ENSG00000143556	486	0	0	0	0
	ENSG00000227242	1783	0	0	0	1
UBE2WP1	ENSG00000234422	340	0	0	0	0
PGLYRP4	ENSG00000163218	2273	0	0	0	0
RPL6P2	ENSG00000227056	783	0	0	0	2
GATAD2B	ENSG00000143614	9244	3302	3083	3411	3958
