gene_symbol	Ensembl_ID	length	R20230019_08_EKRN230075585-1A_22HFFNLT3_L4	R20230019_13_EKRN230075590-1A_22HFFNLT3_L4	R20230019_01_EKRN230075578-1A_22HFFNLT3_L3	R20230019_09_EKRN230075586-1A_22HFFNLT3_L4	R20230019_02_EKRN230075579-1A_222JL7LT4_L2	R20230019_03_EKRN230075580-1A_22HFFNLT3_L3	R20230019_16_EKRN230075593-1A_222JL7LT4_L2	R20230019_04_EKRN230075581-1A_222T7MLT4_L1	R20230019_07_EKRN230075584-1A_22HFFNLT3_L4	R20230019_11_EKRN230075588-1A_22HFFNLT3_L4	R20230019_10_EKRN230075587-1A_22HFFNLT3_L4	R20230019_05_EKRN230075582-1A_22HFFNLT3_L3	R20230019_14_EKRN230075591-1A_22HFFNLT3_L4	R20230019_15_EKRN230075592-1A_222JL7LT4_L2	R20230019_06_EKRN230075583-1A_22HFFNLT3_L4	R20230019_12_EKRN230075589-1A_22HFFNLT3_L4
	ENSG00000236335	507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC25A33	ENSG00000171612	3865	721	722	646	627	700	470	828	435	629	517	505	538	752	707	701	527
	ENSG00000241169	428	0	0	1	1	0	0	0	0	0	0	2	0	0	0	2	0
NBPF2P	ENSG00000227001	661	0	20	0	1	0	0	0	0	11	0	0	12	0	0	18	0
	ENSG00000270927	493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBLIM1	ENSG00000162458	4351	299	6	0	0	0	0	331	0	12	0	0	14	343	277	28	0
GJB3	ENSG00000188910	2362	0	0	7	0	0	0	0	2	0	0	0	0	0	0	0	0
LINC01756	ENSG00000230523	2148	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0
MATN1-AS1	ENSG00000186056	4024	112	160	169	26	87	77	81	59	131	38	54	96	127	73	202	29
DNAJC16	ENSG00000116138	8563	1273	1479	1310	1590	1398	979	1291	479	1365	1265	1454	1221	1392	1266	1640	1237
	ENSG00000231207	355	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0
SYTL1	ENSG00000142765	5584	10	3432	103	254	27	89	5	53	1764	465	341	2246	8	3	4359	298
EYA3	ENSG00000158161	6424	1842	1889	1413	3222	1569	950	2212	489	1981	2362	2481	1667	1999	2105	2283	2098
	ENSG00000270330	355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF593	ENSG00000142684	732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL7P11	ENSG00000234619	658	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0
FABP3	ENSG00000121769	1398	46	90	43	40	42	23	98	25	88	25	60	55	84	55	78	48
C1ORF158	ENSG00000157330	4133	0	6	0	0	0	0	0	0	0	0	0	1	0	0	27	0
EPHA2	ENSG00000142627	4141	23	5	3	5	0	0	33	2	8	0	0	5	18	22	4	0
LINC02780	ENSG00000284668	1835	0	2	355	0	334	256	0	371	0	0	0	0	0	0	0	1
	ENSG00000233234	607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGEF19	ENSG00000142632	3788	190	985	73	203	124	28	126	39	575	225	177	663	142	155	962	187
KAZN-AS1	ENSG00000234593	2858	111	0	1	12	0	0	74	0	0	9	5	0	103	94	1	0
DRAXIN	ENSG00000162490	7365	3	0	0	0	5	1	11	0	0	0	0	0	10	8	1	0
GPR153	ENSG00000158292	4198	74	228	0	20	0	3	56	0	210	6	7	148	58	62	198	8
	ENSG00000270605	1945	243	1095	210	168	155	114	122	65	943	145	198	944	188	167	1325	128
UBE2V2P3	ENSG00000238199	437	4	7	2	9	2	1	2	9	3	16	11	3	2	2	11	0
MAP3K6	ENSG00000142733	5746	41	362	5	171	8	2	20	1	311	116	126	251	12	23	391	193
KAZN	ENSG00000189337	13860	95	205	32	1061	48	29	84	6	372	865	947	210	110	61	294	819
PRAMEF5	ENSG00000270601	1720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000233268	421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RERE-AS1	ENSG00000232912	1178	7	0	2	2	0	0	7	1	1	0	0	1	9	0	0	10
CHCHD2P6	ENSG00000235084	447	45	12	16	24	16	11	46	20	38	16	10	22	29	36	29	17
	ENSG00000235143	1747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000225478	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00337	ENSG00000225077	2358	9	14	15	25	8	0	26	4	39	29	42	17	28	14	68	18
TNFRSF1B	ENSG00000028137	3778	9305	1648	309	2132	524	276	9901	169	1619	1618	1621	1260	8873	9685	2034	1825
	ENSG00000223944	3153	0	6	0	0	0	0	0	0	1	0	0	5	0	0	7	0
HMGN2P17	ENSG00000238249	743	0	1	0	0	0	1	0	0	0	0	0	0	0	1	3	0
HS6ST1P1	ENSG00000187952	1234	1	1	0	8	1	0	14	0	1	1	2	5	8	4	0	9
	ENSG00000237938	1533	20	18	26	36	21	12	46	12	30	12	28	26	43	63	46	20
ZMYM4-AS1	ENSG00000227409	459	0	0	4	0	0	2	0	0	3	0	4	1	3	7	5	3
TMEM51-AS2	ENSG00000204464	559	0	0	0	0	0	0	0	0	5	0	1	0	0	0	1	3
	ENSG00000233372	551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM82	ENSG00000162460	1443	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000283259	1565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIAA0319L	ENSG00000142687	9619	3455	2826	2100	2834	2069	1576	3162	890	2299	2316	2601	2124	3172	2795	3767	2134
LINC01226	ENSG00000284543	9848	9	20	0	35	0	0	2	0	12	26	25	7	26	4	24	10
	ENSG00000226166	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UBE4B	ENSG00000130939	9237	3768	3414	3626	5620	3697	2615	4152	1287	3295	3814	4572	2561	3856	3507	3230	4294
PPP1R11P1	ENSG00000236216	376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM51-AS1	ENSG00000175147	11973	5	52	0	3	0	0	1	0	43	5	2	43	4	0	55	2
	ENSG00000236266	830	3	0	0	0	0	0	6	0	0	0	0	0	1	7	0	0
PLA2G5	ENSG00000127472	3342	0	5	0	3	0	0	0	0	1	13	0	1	0	0	0	4
PRAMEF30P	ENSG00000231103	1417	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
PTPRU	ENSG00000060656	6682	52	866	59	4	50	20	30	19	1170	8	23	840	33	43	839	10
ZMYM6	ENSG00000163867	9568	758	622	990	855	872	635	689	274	492	662	861	426	780	592	684	729
	ENSG00000232768	163	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
FTLP18	ENSG00000230214	523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GJB5	ENSG00000189280	1355	1	0	10	0	4	4	3	1	3	0	0	0	0	0	3	0
AGO4	ENSG00000134698	7423	1308	435	781	602	859	516	1273	306	248	464	514	322	1337	1166	643	446
CDCA8	ENSG00000134690	2406	4701	2524	5757	5050	7321	4125	5231	2318	2655	3551	4215	2273	4578	4927	3305	4176
	ENSG00000272420	568	5	23	1	0	0	1	4	0	29	0	1	22	6	1	30	0
GAPDHP20	ENSG00000224333	1007	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
CPLANE2	ENSG00000132881	1574	271	350	141	137	156	89	323	96	308	133	127	245	306	352	322	158
ZBTB8B	ENSG00000273274	12831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL12P14	ENSG00000224321	490	0	0	5	2	1	0	3	0	0	0	0	0	0	4	1	0
RPL22	ENSG00000116251	4665	5637	3276	3921	5037	4907	3198	6443	1338	3075	3079	3586	2400	5273	5460	3252	3178
	ENSG00000272510	346	2	0	0	0	0	0	0	0	0	1	2	2	0	2	1	3
RNF207	ENSG00000158286	6595	1645	1056	2	319	3	0	876	1	1701	314	313	828	1554	1398	1322	263
LINC02810	ENSG00000236648	1328	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
FTH1P1	ENSG00000232273	532	1	0	4	2	5	3	1	1	0	6	10	0	1	3	1	7
PAX7	ENSG00000009709	6473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIT1	ENSG00000043514	6533	1548	1254	670	953	902	501	1807	286	1000	715	842	866	1468	1676	1421	677
CROCCP5	ENSG00000186543	830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000287396	663	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
MATN1	ENSG00000162510	4604	10	11	13	7	8	1	4	12	18	7	0	15	14	1	12	6
TAS1R2	ENSG00000179002	2542	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0
	ENSG00000223589	340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AADACL3	ENSG00000188984	4055	21	0	0	0	0	0	20	0	0	0	0	0	18	21	0	0
LRRC37A12P	ENSG00000229259	1801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000270171	1721	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
EXTL1	ENSG00000158008	4542	0	1	3	0	12	5	0	5	0	3	0	2	0	3	5	0
WBP1LP7	ENSG00000269732	363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CASZ1	ENSG00000130940	11336	2	223	9	0	4	3	5	4	73	0	0	95	0	1	196	0
AGMAT	ENSG00000116771	3095	638	225	8	1047	5	4	725	15	374	823	877	173	656	682	231	798
	ENSG00000237301	2845	59	41	4	25	0	0	33	4	69	16	22	24	34	43	36	13
FAAP20	ENSG00000162585	10916	670	979	881	710	706	592	435	833	794	662	749	680	504	531	1376	768
DNALI1	ENSG00000163879	4456	0	0	0	2	0	1	1	0	4	5	0	3	0	0	4	1
	ENSG00000227527	661	19	0	7	3	0	1	17	3	14	0	1	6	9	14	25	0
PDE4DIPP10	ENSG00000228823	649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCMH1	ENSG00000010803	4447	2080	1729	2521	2263	2726	1864	2208	961	1512	1721	2089	1388	2375	2289	1903	2162
IFFO2	ENSG00000169991	6179	1660	660	36	1419	46	10	1719	11	674	1079	1241	569	1598	1562	598	1304
RRAGC	ENSG00000116954	5116	791	711	1058	997	821	689	893	353	421	785	1008	504	696	635	954	680
SPCS2P4	ENSG00000228589	681	99	67	125	155	222	103	173	62	90	115	143	62	50	139	110	179
GRIK3	ENSG00000163873	10497	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
LINC02596	ENSG00000233431	821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLA2G2D	ENSG00000117215	2681	0	8	0	12	0	0	3	0	19	15	11	11	9	1	12	1
YRDC	ENSG00000196449	1848	985	1089	674	1395	776	538	1246	410	918	1028	1346	841	1144	1064	1221	1224
	ENSG00000250575	1239	0	0	1	1	0	1	1	2	0	0	0	0	1	0	1	0
PRAMEF33	ENSG00000237700	1518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBXO2	ENSG00000116661	3163	97	12	1	157	2	3	94	2	4	189	176	9	59	114	9	198
	ENSG00000230163	720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HNRNPFP1	ENSG00000227538	1133	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0
	ENSG00000232208	352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC25A34	ENSG00000162461	3338	23	75	42	33	24	39	5	26	56	32	33	52	8	16	191	22
CD24P1	ENSG00000236500	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GUCA2B	ENSG00000044012	604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RCC2	ENSG00000179051	4079	18690	21155	16693	12465	17323	11770	19787	7846	15913	9388	10352	16855	18427	17032	23008	10564
HSPA5P1	ENSG00000215895	1960	4	1	1	2	0	1	1	3	3	1	5	0	0	2	3	1
	ENSG00000231868	351	0	2	0	0	1	0	0	0	15	0	0	4	0	0	10	0
	ENSG00000284650	1039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000237329	507	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000236948	1095	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
	ENSG00000270850	341	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000287510	1077	0	0	0	1	0	1	0	0	0	0	0	1	0	2	1	0
PSMB2	ENSG00000126067	4528	6425	6307	4908	10722	5373	3364	7275	2278	5314	7406	8899	4926	6267	6513	8415	8660
	ENSG00000274944	3251	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	6
CASP9	ENSG00000132906	5269	389	912	652	398	566	425	371	336	762	438	420	766	373	377	1280	410
DDI2	ENSG00000197312	12178	2363	2689	1922	5626	2053	1301	2898	664	2621	3720	4152	1852	2529	2630	2551	3665
	ENSG00000284748	1326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000272078	7923	0	24	5	0	0	0	0	0	9	0	0	14	0	0	19	0
UQCRH	ENSG00000173660	1341	7898	9556	14842	8708	12962	8758	6195	12204	10431	6773	8147	7817	5638	6790	9520	8328
MIR3659HG	ENSG00000224592	684	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1
	ENSG00000233728	700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPS29P6	ENSG00000230451	145	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0
	ENSG00000231606	1549	0	2	0	6	0	0	0	0	1	8	6	0	6	0	2	1
SELENOWP1	ENSG00000215900	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGO1	ENSG00000092847	13890	2133	1159	972	1805	1063	638	2150	409	1276	1247	1547	1024	2164	1897	1611	1503
	ENSG00000284632	1240	0	0	13	0	8	7	0	3	0	0	2	0	0	0	0	2
PRAMEF7	ENSG00000204510	1660	0	5	0	0	0	0	0	0	4	0	0	4	0	0	10	0
GPR199P	ENSG00000241014	1887	27	6	2	0	1	0	7	1	3	6	3	2	18	13	15	7
THRAP3	ENSG00000054118	4720	6103	9177	6658	10940	7449	4843	6305	2542	7287	7874	8823	6895	5674	5995	9030	8126
	ENSG00000254553	3447	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01786	ENSG00000230415	513	11	20	7	16	2	5	21	1	19	19	16	23	28	19	26	10
RIMKLA	ENSG00000177181	10638	0	148	16	23	48	29	0	13	178	45	14	169	0	0	241	12
	ENSG00000284653	2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000237749	253	10	0	0	0	1	1	0	1	2	0	5	0	3	1	0	1
LINC01398	ENSG00000224863	1764	0	7	4	0	5	0	0	0	5	0	1	1	0	0	1	11
PADI6	ENSG00000276747	2396	0	0	1	15	0	3	0	0	0	0	4	0	0	0	0	4
	ENSG00000284705	2694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000287828	728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000228776	454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000236009	761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR34AHG	ENSG00000228526	8702	2257	0	59	168	24	30	688	17	8	209	205	4	1521	1231	28	195
PADI4	ENSG00000159339	2971	0	7	0	0	0	0	0	0	4	0	0	11	0	0	1	0
LINC02811	ENSG00000284678	673	6	0	7	19	3	1	6	5	6	4	3	5	21	10	7	18
	ENSG00000223814	407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1ORF122	ENSG00000197982	2231	1317	691	613	842	566	450	979	422	677	898	978	493	1187	1024	987	1128
HSPE1P24	ENSG00000225158	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01654	ENSG00000261781	2471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EPHA10	ENSG00000183317	8152	2	345	26	210	22	12	7	12	287	163	150	215	2	3	427	202
PRAMEF31P	ENSG00000250894	1371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FHL3	ENSG00000183386	2004	269	0	8	16	13	2	346	2	4	24	20	0	353	346	12	12
	ENSG00000284743	674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RHBDL2	ENSG00000158315	2826	0	7	1	1	1	6	10	3	0	0	0	4	1	0	3	1
	ENSG00000229213	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM35B	ENSG00000243749	922	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0
INPP5B	ENSG00000204084	8930	2120	890	1820	1075	1777	1303	2225	729	930	1028	1094	852	2273	2117	1085	744
FAM183A	ENSG00000186973	843	0	3	0	0	0	0	0	0	8	0	0	2	0	0	10	0
	ENSG00000271806	4196	0	0	0	0	0	0	0	0	4	0	0	1	0	0	5	0
ZMYM4	ENSG00000146463	7905	2176	2289	2676	2810	2689	1851	2784	819	2102	2035	2408	1985	2336	2549	3029	1874
	ENSG00000279214	950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UTP11	ENSG00000183520	3381	1493	1015	1547	2498	1547	1201	1679	772	1416	1830	2240	858	1485	1646	1314	2000
CFAP97P1	ENSG00000271164	483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USP48	ENSG00000090686	9497	5332	3013	4511	7295	4549	3267	4429	1635	3288	4908	6072	2597	5054	4812	3221	5118
	ENSG00000271741	3099	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ACTN4P2	ENSG00000214141	1892	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
C1ORF216	ENSG00000142686	3049	1566	360	83	1137	101	61	1284	21	326	746	868	191	1453	1240	348	951
SHMT1P1	ENSG00000224751	1312	0	0	0	3	1	0	0	1	0	0	0	0	0	0	0	0
	ENSG00000279096	2669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTL8	ENSG00000117148	1844	0	1154	5	21	14	1	0	8	1225	10	19	781	0	0	1041	20
PHBP12	ENSG00000230585	811	32	0	0	0	0	0	22	0	0	0	0	0	21	21	0	0
RLF	ENSG00000117000	6232	2157	908	1036	1849	1238	783	2276	442	812	1213	1302	789	2180	2319	1194	1202
	ENSG00000284989	4037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTNNBIP1	ENSG00000178585	3339	303	515	668	775	652	465	282	460	475	765	729	402	319	321	646	743
	ENSG00000231630	429	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CLSPN	ENSG00000092853	9591	1941	2440	1278	3531	1851	1027	1888	438	2071	2228	2539	2049	1714	1936	2355	2221
	ENSG00000255811	560	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OXCT2	ENSG00000198754	1826	160	78	165	158	101	77	148	74	71	126	161	45	242	236	63	138
GNL2	ENSG00000134697	5747	3958	1759	3592	5404	3701	2463	4197	1459	2401	3324	4406	1467	3417	3815	2100	3942
GJA4	ENSG00000187513	1716	4	0	4	0	1	1	1	4	0	0	0	0	0	0	0	0
TUBAP8	ENSG00000238145	1192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000225142	436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02812	ENSG00000230138	933	0	37	0	15	0	2	0	0	15	8	7	16	0	0	36	1
	ENSG00000223390	762	11	0	5	0	2	0	0	3	0	3	10	2	2	0	5	1
LINC02793	ENSG00000285823	1431	0	0	1	0	0	0	1	0	4	0	0	0	0	3	0	0
	ENSG00000284720	1521	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000225028	1807	0	0	0	0	0	0	0	0	1	0	0	3	0	0	3	0
FCF1P6	ENSG00000225671	595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MORN1	ENSG00000116151	11337	110	502	153	88	116	82	53	97	453	106	140	420	56	71	705	106
TUBBP10	ENSG00000226147	1301	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
PRKCZ-AS1	ENSG00000182873	1734	0	72	4	0	16	3	0	3	114	0	0	63	0	0	145	0
	ENSG00000286518	2784	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0
	ENSG00000178715	438	5	2	11	23	30	27	4	6	6	10	13	2	2	1	8	19
TTC22	ENSG00000006555	6111	87	832	31	640	15	26	105	15	561	582	701	641	128	123	1026	583
	ENSG00000236111	681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TIE1	ENSG00000066056	6705	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
MYCBP	ENSG00000214114	2773	1321	1091	2036	1714	2883	1517	1651	853	1143	1211	1499	941	1228	1498	1293	1246
MICOS10	ENSG00000173436	5480	406	319	186	348	202	105	347	69	349	190	212	290	332	316	411	196
DLGAP3	ENSG00000116544	4042	51	12	42	22	13	25	31	32	3	30	27	10	47	54	19	47
GOT2P1	ENSG00000231900	1309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000236723	1227	7	0	1	17	5	2	4	1	3	2	0	1	6	3	12	0
TMA16P2	ENSG00000232467	601	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0
RIMS3	ENSG00000117016	7259	4691	4029	127	139	155	66	5148	49	3570	155	179	3425	4588	4323	4754	165
ECHDC2	ENSG00000121310	11572	989	588	78	588	96	36	720	18	612	567	570	354	1099	826	508	522
RAB3B	ENSG00000169213	12780	18	22	67	2000	107	52	26	27	13	1529	1541	13	35	43	22	1127
SMIM12	ENSG00000163866	10337	1599	1406	1349	2210	1186	819	1446	898	1236	1704	1700	1070	1528	1624	1822	1916
	ENSG00000225779	370	0	0	2	0	0	1	0	5	0	3	5	0	2	1	0	7
MYCL-AS1	ENSG00000236546	785	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
	ENSG00000284601	1733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TNFRSF9	ENSG00000049249	6354	0	183	0	0	1	0	0	0	71	0	1	175	0	0	225	0
MRPS6P2	ENSG00000237130	370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYCL	ENSG00000116990	5063	243	120	39	115	35	30	261	26	72	86	103	54	182	168	115	109
TMEM61	ENSG00000143001	1256	0	3	0	0	0	0	0	0	5	0	0	1	0	0	0	0
RPL23AP19	ENSG00000229716	369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02794	ENSG00000226133	1477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000227416	429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000232335	539	0	8	0	0	0	0	0	1	2	0	6	0	0	0	6	0
	ENSG00000260971	7878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CYP4A26P	ENSG00000259832	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02808	ENSG00000284696	3511	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0
LINC02778	ENSG00000238242	1259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000285839	1986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01343	ENSG00000237290	2573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000232762	752	6	0	4	14	3	0	0	6	5	8	8	1	0	2	1	14
ERI3	ENSG00000117419	2785	2260	1934	1505	2211	1498	958	2112	797	1838	1702	1979	1560	2143	2153	2141	2027
CZIB	ENSG00000162384	4504	1629	844	889	849	827	694	1336	508	737	802	946	704	1428	1310	1173	893
FAM151A	ENSG00000162391	2006	0	0	0	0	0	0	0	0	2	1	0	0	0	0	2	0
PODN	ENSG00000174348	4899	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0
CYP4Z2P	ENSG00000154198	1598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OSBPL9	ENSG00000117859	10273	4441	6069	3510	7670	4352	2532	5161	1454	4929	5741	6648	4664	4486	4614	5905	5675
PHBP3	ENSG00000228121	819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1ORF210	ENSG00000253313	1522	0	3	0	0	0	0	0	0	2	0	0	6	0	0	3	0
PARS2	ENSG00000162396	2356	427	358	345	387	357	233	592	177	322	311	321	347	388	432	452	276
ZYG11A	ENSG00000203995	4694	1152	533	110	405	185	78	1190	54	640	242	273	453	1206	1196	451	264
CALR4P	ENSG00000227742	2704	22	20	12	19	8	5	5	5	14	16	12	13	13	9	13	2
	ENSG00000284686	2655	0	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ZYG11B	ENSG00000162378	8206	1275	1171	717	1585	692	423	1810	308	847	1197	1513	802	1630	1700	1114	989
LINC01755	ENSG00000233079	3391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NFIA	ENSG00000162599	55886	1075	1677	1366	396	1385	970	1019	525	1445	291	322	1442	907	1092	1797	358
CZIB-DT	ENSG00000259818	3591	1	0	2	0	0	0	2	0	0	0	0	2	4	6	0	4
ST3GAL3-AS1	ENSG00000229444	469	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
L1TD1	ENSG00000240563	3831	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0
	ENSG00000234318	447	0	3	11	5	2	9	0	1	0	1	0	3	0	0	3	0
	ENSG00000284773	3163	43	6	28	24	21	6	46	1	2	27	20	1	47	75	7	6
	ENSG00000234481	778	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
TXNDC12	ENSG00000117862	2864	710	560	385	316	402	280	733	260	522	235	217	516	764	699	497	319
ALPL	ENSG00000162551	2980	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0
	ENSG00000235612	731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TXNDC12-AS1	ENSG00000228369	391	0	12	8	1	9	1	1	4	7	0	1	9	4	7	6	0
SF3A3	ENSG00000183431	3894	5292	3923	4613	5991	4920	3344	5788	2139	4251	4022	5077	3347	4895	5051	4441	4521
	ENSG00000227485	359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FGGY-DT	ENSG00000224609	7581	0	10	3	9	4	1	0	0	1	4	7	0	0	0	8	7
	ENSG00000235545	1228	0	0	2	0	0	0	3	0	1	0	0	1	3	0	0	5
LAMTOR5P1	ENSG00000236646	270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCSK9	ENSG00000169174	5711	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
MTCO2P34	ENSG00000232198	607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPS29P7	ENSG00000231622	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01685	ENSG00000238063	3673	0	0	0	2	0	0	0	0	0	5	6	0	3	0	0	4
	ENSG00000235804	427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PIGQP1	ENSG00000227104	430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTC4	ENSG00000243725	3488	46	43	21	46	37	8	50	17	35	54	25	44	51	27	46	40
BMP8B	ENSG00000116985	4826	2890	782	5040	2375	5530	3606	2966	2043	759	2265	2234	587	3305	2956	757	2017
KLF17	ENSG00000171872	3160	0	0	0	0	4	0	0	0	0	0	0	0	0	0	4	0
PLPP3	ENSG00000162407	5272	3	221	7	15	35	17	9	6	236	5	17	273	1	4	344	3
	ENSG00000285079	2316	0	108	33	20	20	14	0	10	73	27	17	68	0	0	97	10
