gene_symbol	Ensembl_ID	length	R20240016_C2_EKRN240009374-1A_223MF3LT4_L7	R20240016_C1_EKRN240009373-1A_22375FLT4_L6	R20240016_J2_EKRN240009376-1A_22375FLT4_L6	R240016_J4_1_EKRN240015053-1A_223L3FLT4_L7	R240016_C4_1_EKRN240015051-1A_223L3FLT4_L2	R240016_J3_1_EKRN240015052-1A_223L3FLT4_L6	R20240016_J1_EKRN240009375-1A_22375FLT4_L6	R240016_C3_1_EKRN240015050-1A_223L3FLT4_L4
LINC02811	ENSG00000284678	673	0	0	0	0	0	0	0	0
	ENSG00000223814	407	0	0	0	0	0	0	0	0
C1ORF122	ENSG00000197982	2231	735	1160	1405	726	809	1398	1331	1157
HSPE1P24	ENSG00000225158	238	0	0	0	0	0	0	0	0
LINC01654	ENSG00000261781	2471	0	0	0	0	0	0	0	0
EPHA10	ENSG00000183317	8152	32	17	80	38	23	58	56	36
PRAMEF31P	ENSG00000250894	1371	0	0	0	0	0	0	0	0
FHL3	ENSG00000183386	2004	303	397	345	209	339	281	297	455
	ENSG00000284743	674	0	0	0	0	0	0	0	0
RHBDL2	ENSG00000158315	2826	10	6	18	14	10	29	10	9
	ENSG00000229213	154	0	0	0	0	0	0	0	1
TMEM35B	ENSG00000243749	922	0	0	1	0	0	0	1	0
INPP5B	ENSG00000204084	8930	581	467	865	552	489	1102	761	789
FAM183A	ENSG00000186973	843	0	0	0	0	0	1	0	1
	ENSG00000271806	4196	8	4	4	2	8	7	8	6
ZMYM4	ENSG00000146463	7905	3666	3093	4373	2596	3329	4651	3518	4784
	ENSG00000279214	950	0	3	0	0	5	5	0	2
UTP11	ENSG00000183520	3381	1598	1972	1885	1131	1798	1960	1717	2394
CFAP97P1	ENSG00000271164	483	0	0	0	0	0	0	0	0
USP48	ENSG00000090686	9497	2924	2718	4116	2614	2809	4209	3318	3842
	ENSG00000271741	3099	0	0	0	0	0	0	0	0
ACTN4P2	ENSG00000214141	1892	0	0	0	0	0	0	0	1
C1ORF216	ENSG00000142686	3049	804	1002	861	483	727	813	724	1134
SHMT1P1	ENSG00000224751	1312	4	1	1	1	0	4	3	2
	ENSG00000279096	2669	0	0	0	2	0	0	0	0
ACTL8	ENSG00000117148	1844	4	3	0	0	4	0	0	6
PHBP12	ENSG00000230585	811	4	1	1	5	2	4	1	1
RLF	ENSG00000117000	6232	908	822	1493	936	881	1637	1413	1327
	ENSG00000284989	4037	0	0	0	0	0	0	0	0
CTNNBIP1	ENSG00000178585	3339	859	1161	1762	874	914	1667	1551	1347
	ENSG00000231630	429	0	0	0	0	0	0	0	0
CLSPN	ENSG00000092853	9591	2831	2270	3346	2397	2499	3522	3368	3189
	ENSG00000255811	560	0	0	0	0	0	0	0	0
OXCT2	ENSG00000198754	1826	23	12	23	8	16	18	21	23
GNL2	ENSG00000134697	5747	2824	2890	3658	2135	2895	3688	3234	3809
GJA4	ENSG00000187513	1716	1	0	1	1	0	2	2	1
TUBAP8	ENSG00000238145	1192	0	0	0	0	0	0	0	0
	ENSG00000225142	436	0	0	0	0	0	0	0	0
LINC02812	ENSG00000230138	933	18	20	8	0	16	4	3	23
	ENSG00000223390	762	0	0	2	2	0	1	2	1
LINC02793	ENSG00000285823	1431	0	0	0	0	0	0	0	0
	ENSG00000284720	1521	0	0	1	0	0	0	0	0
	ENSG00000225028	1807	0	0	0	1	0	1	0	0
FCF1P6	ENSG00000225671	595	0	1	0	0	0	0	1	0
MORN1	ENSG00000116151	11337	251	218	604	331	216	620	536	328
TUBBP10	ENSG00000226147	1301	0	0	0	0	1	1	0	1
PRKCZ-AS1	ENSG00000182873	1734	132	128	180	97	128	208	169	228
	ENSG00000286518	2784	0	0	0	0	0	0	0	0
	ENSG00000178715	438	10	6	21	8	12	15	13	16
TTC22	ENSG00000006555	6111	0	0	2	0	1	0	0	0
	ENSG00000236111	681	0	0	0	2	1	3	1	3
TIE1	ENSG00000066056	6705	3	0	6	1	1	3	0	0
MYCBP	ENSG00000214114	2773	635	776	885	558	605	910	724	892
MICOS10	ENSG00000173436	5480	340	407	441	262	311	514	351	441
DLGAP3	ENSG00000116544	4042	106	120	217	92	124	236	205	152
GOT2P1	ENSG00000231900	1309	0	0	0	0	0	0	0	0
	ENSG00000236723	1227	6	4	6	3	1	19	9	9
TMA16P2	ENSG00000232467	601	0	0	0	0	0	0	0	0
RIMS3	ENSG00000117016	7259	1485	1332	2103	1275	1469	2192	2111	2105
ECHDC2	ENSG00000121310	11572	280	186	180	129	220	184	136	276
RAB3B	ENSG00000169213	12780	237	145	174	139	250	154	160	258
SMIM12	ENSG00000163866	10337	764	998	1105	592	775	1183	936	1188
	ENSG00000225779	370	1	0	2	2	0	0	0	1
MYCL-AS1	ENSG00000236546	785	0	0	1	0	0	0	0	1
	ENSG00000284601	1733	0	0	0	0	0	0	0	0
TNFRSF9	ENSG00000049249	6354	3	5	0	0	7	1	0	3
MRPS6P2	ENSG00000237130	370	0	0	0	0	0	0	0	0
MYCL	ENSG00000116990	5063	87	88	95	54	101	74	61	127
TMEM61	ENSG00000143001	1256	0	0	0	0	0	0	0	0
RPL23AP19	ENSG00000229716	369	0	0	0	0	0	0	0	0
LINC02794	ENSG00000226133	1477	0	0	0	0	0	1	0	0
	ENSG00000227416	429	2	0	0	0	0	1	0	0
	ENSG00000232335	539	2	0	8	3	3	7	1	2
	ENSG00000260971	7878	5	2	9	2	1	3	3	5
CYP4A26P	ENSG00000259832	196	0	0	0	0	0	0	0	0
LINC02808	ENSG00000284696	3511	1	0	0	0	1	0	0	0
LINC02778	ENSG00000238242	1259	0	0	0	0	0	0	0	0
	ENSG00000285839	1986	0	0	0	0	0	0	0	0
LINC01343	ENSG00000237290	2573	0	0	0	0	0	0	0	0
	ENSG00000232762	752	1	1	0	3	1	1	1	8
ERI3	ENSG00000117419	2785	1324	1690	1895	1055	1260	1779	1774	1993
CZIB	ENSG00000162384	4504	860	1021	1559	810	916	1499	1335	1095
FAM151A	ENSG00000162391	2006	20	14	20	13	19	18	11	35
PODN	ENSG00000174348	4899	3	6	1	1	5	1	0	5
CYP4Z2P	ENSG00000154198	1598	0	0	0	0	0	0	0	0
OSBPL9	ENSG00000117859	10273	2290	2167	3234	2064	2327	3588	2759	3372
PHBP3	ENSG00000228121	819	1	2	0	0	0	0	0	0
C1ORF210	ENSG00000253313	1522	0	0	0	0	0	0	0	0
PARS2	ENSG00000162396	2356	157	190	339	201	192	323	308	317
ZYG11A	ENSG00000203995	4694	260	207	227	159	233	263	201	371
CALR4P	ENSG00000227742	2704	0	0	0	0	0	0	0	0
	ENSG00000284686	2655	3	6	4	1	3	3	1	7
ZYG11B	ENSG00000162378	8206	1854	1554	3187	2149	1750	3638	2785	2780
LINC01755	ENSG00000233079	3391	0	0	0	0	0	0	0	0
NFIA	ENSG00000162599	55886	1262	1236	1207	895	1180	1522	1158	1794
CZIB-DT	ENSG00000259818	3591	1	0	3	0	2	3	3	0
ST3GAL3-AS1	ENSG00000229444	469	0	0	0	0	0	0	0	1
L1TD1	ENSG00000240563	3831	0	0	0	0	0	0	0	0
	ENSG00000234318	447	1	3	3	6	0	2	2	6
	ENSG00000284773	3163	19	18	38	17	20	53	49	27
	ENSG00000234481	778	0	0	0	0	0	0	0	0
TXNDC12	ENSG00000117862	2864	208	211	347	179	187	346	338	266
ALPL	ENSG00000162551	2980	71	58	24	9	71	13	17	95
	ENSG00000235612	731	0	0	0	0	0	0	0	0
TXNDC12-AS1	ENSG00000228369	391	3	0	2	1	1	5	4	1
SF3A3	ENSG00000183431	3894	3796	4339	4222	2684	3803	4125	3664	5261
	ENSG00000227485	359	0	0	0	0	0	0	0	0
FGGY-DT	ENSG00000224609	7581	18	10	24	13	22	17	15	23
	ENSG00000235545	1228	25	14	29	13	28	23	23	40
LAMTOR5P1	ENSG00000236646	270	0	0	0	0	0	0	0	0
PCSK9	ENSG00000169174	5711	3	2	3	0	2	0	2	2
MTCO2P34	ENSG00000232198	607	0	0	0	0	0	0	0	0
RPS29P7	ENSG00000231622	171	0	0	0	0	0	0	0	0
LINC01685	ENSG00000238063	3673	0	0	0	0	0	0	0	0
	ENSG00000235804	427	0	0	0	0	0	0	0	0
PIGQP1	ENSG00000227104	430	0	0	0	0	0	0	0	0
TTC4	ENSG00000243725	3488	30	31	46	27	25	55	49	38
BMP8B	ENSG00000116985	4826	248	248	449	315	239	414	401	349
KLF17	ENSG00000171872	3160	0	0	0	0	0	0	0	0
PLPP3	ENSG00000162407	5272	604	608	401	193	531	409	366	942
	ENSG00000285079	2316	0	0	0	0	0	0	0	0
RSPO1	ENSG00000169218	3058	2	0	0	0	1	1	0	2
SNIP1	ENSG00000163877	5718	840	917	1119	769	794	1268	1155	1105
RPS13P2	ENSG00000228929	455	110	70	106	57	80	87	40	85
	ENSG00000224570	1797	0	0	2	0	1	1	1	0
RPL23AP85	ENSG00000224980	433	0	0	0	0	0	0	0	0
SLC2A3P2	ENSG00000185031	1480	1	3	3	8	1	2	2	2
	ENSG00000278967	1819	1	1	1	2	0	0	4	0
CPT2	ENSG00000157184	10089	477	460	736	414	447	824	682	662
	ENSG00000272491	1674	13	5	14	3	13	14	10	12
FOXJ3	ENSG00000198815	6896	2297	2118	3254	2103	2283	3725	3072	3254
TUT4	ENSG00000134744	16199	2807	2025	4203	2818	2548	4860	3585	3832
RAVER2	ENSG00000162437	6070	2124	1914	2689	1724	2053	2862	2261	2950
GTF2F2P2	ENSG00000233910	721	0	0	0	0	0	0	0	0
	ENSG00000287703	1426	0	0	0	0	0	0	0	0
KLF18	ENSG00000283039	3159	0	0	0	0	0	0	0	0
	ENSG00000229032	342	0	0	0	0	0	0	0	0
	ENSG00000229294	512	3	0	1	0	0	2	4	1
TACSTD2	ENSG00000184292	1820	0	0	2	0	0	0	0	0
FOXD3	ENSG00000187140	2562	0	0	0	0	0	0	0	0
	ENSG00000226754	1941	19	14	46	26	15	41	34	26
	ENSG00000232993	467	0	0	0	0	0	0	0	0
RPS15AP7	ENSG00000234088	405	0	0	0	0	0	0	0	0
GAPDHP51	ENSG00000236973	1000	0	0	1	0	0	0	0	0
LINC01738	ENSG00000227947	1461	0	1	0	0	0	0	0	0
	ENSG00000277397	718	0	0	0	0	0	0	0	0
PATJ-DT	ENSG00000271200	427	1	3	5	0	5	3	6	9
LINC02791	ENSG00000235446	1017	0	0	0	0	0	0	0	0
CYP4A43P	ENSG00000261196	121	0	0	0	0	0	0	0	0
LINC00466	ENSG00000224209	7361	0	1	0	0	0	0	0	0
NFIA-AS1	ENSG00000237853	842	0	0	1	0	0	0	0	0
MAGOH	ENSG00000162385	1363	937	1217	1121	655	1147	1029	926	1178
	ENSG00000231413	292	0	0	0	0	0	0	0	0
DEPDC1-AS1	ENSG00000234264	1247	3	5	7	0	1	1	4	6
	ENSG00000242391	380	1	3	1	1	4	1	2	2
LINC01707	ENSG00000223883	6152	0	0	0	0	0	0	0	0
	ENSG00000284808	2442	0	0	0	0	0	0	0	0
SKINT1L	ENSG00000242267	2010	0	2	6	6	1	18	3	7
	ENSG00000237227	307	0	0	0	0	0	0	0	0
	ENSG00000275350	585	0	0	0	0	0	0	0	0
DLEU2L	ENSG00000116652	3555	31	13	26	22	15	35	18	43
	ENSG00000203605	823	0	0	0	0	0	0	0	0
CDKN2C	ENSG00000123080	3018	1823	3023	2794	1436	2325	2455	2367	2907
	ENSG00000285778	3776	0	0	0	0	1	0	0	0
CAPZB	ENSG00000077549	19094	2953	3616	4179	2443	3141	4192	3871	3976
	ENSG00000233407	250	0	0	0	0	0	0	0	0
LINC01771	ENSG00000225675	567	2	2	4	2	9	2	4	8
ELOCP18	ENSG00000237622	337	0	0	0	0	0	0	0	0
C1ORF87	ENSG00000162598	4422	0	0	0	0	2	0	0	0
	ENSG00000280317	301	0	0	0	0	0	0	0	0
ZSWIM5	ENSG00000162415	6095	354	302	700	407	309	772	644	518
OMA1	ENSG00000162600	3718	187	199	240	154	218	227	164	276
SLC35D1	ENSG00000116704	6193	893	734	987	712	885	1090	762	1193
	ENSG00000261213	1410	0	1	0	0	1	3	0	2
HIGD1AP11	ENSG00000227644	280	0	0	0	0	0	0	0	0
LRP8	ENSG00000157193	19668	1899	1519	2139	1267	1853	2242	1877	3073
TCEANC2	ENSG00000116205	12168	1052	744	956	553	883	1055	770	1319
KTI12	ENSG00000198841	1708	125	200	192	127	181	203	164	203
LRRC42	ENSG00000116212	2164	904	1213	1194	762	1036	1102	1031	1440
PIGPP2	ENSG00000234204	458	0	0	0	0	0	0	0	0
	ENSG00000224127	670	3	3	0	2	4	3	1	3
	ENSG00000233099	377	0	0	0	0	0	0	0	0
GDI2P2	ENSG00000233994	608	3	0	6	0	3	5	6	7
CYP46A4P	ENSG00000237180	267	1	0	0	0	0	0	0	0
	ENSG00000213561	766	0	0	0	0	0	0	0	0
MRPS21P1	ENSG00000234496	223	0	0	1	0	0	0	0	0
LINC01360	ENSG00000233973	5534	0	0	0	0	0	0	0	0
LINC02567	ENSG00000237552	448	0	0	0	0	0	0	0	0
KANK4	ENSG00000132854	6814	3	4	4	0	7	2	1	1
	ENSG00000227556	107	0	0	0	0	0	0	0	0
DNAJB4	ENSG00000162616	3702	352	333	633	408	400	730	501	512
	ENSG00000271355	465	0	0	0	1	0	0	0	0
USP1	ENSG00000162607	3869	3363	4011	3419	2267	3288	3596	3134	4641
ERI3-IT1	ENSG00000233602	619	6	4	11	9	6	15	7	7
	ENSG00000233271	428	0	0	0	0	0	0	0	0
	ENSG00000285954	886	11	10	2	6	6	4	4	20
RNFT1P2	ENSG00000233333	757	0	0	0	0	0	0	1	0
AK5	ENSG00000154027	6948	435	641	145	61	382	120	127	614
	ENSG00000234108	331	0	0	1	0	0	0	0	0
ADH5P2	ENSG00000232676	1124	0	0	0	0	0	0	0	0
TXNP2	ENSG00000225167	295	0	0	0	0	0	0	0	0
SPATA6	ENSG00000132122	5938	539	464	725	476	508	855	632	714
	ENSG00000213579	457	0	0	0	0	0	1	0	1
GIPC2	ENSG00000137960	3904	1	2	1	1	0	0	0	0
	ENSG00000237852	423	0	0	0	5	0	1	0	1
RPE65	ENSG00000116745	2605	0	0	0	0	0	0	0	0
ANGPTL3	ENSG00000132855	3371	4	2	7	2	1	3	3	2
	ENSG00000285407	2810	0	1	0	0	0	0	0	0
	ENSG00000272506	618	0	0	2	0	1	2	0	4
GNG12	ENSG00000172380	4715	2967	2681	2721	1785	2750	2772	2383	3875
	ENSG00000286429	1206	2	0	1	0	0	0	0	2
	ENSG00000272855	463	3	3	4	1	1	3	3	6
	ENSG00000270549	238	3	0	0	0	0	0	0	0
	ENSG00000237163	303	0	0	0	0	1	0	0	1
KRT8P21	ENSG00000229636	1491	0	0	0	0	0	0	0	0
DNAJC6	ENSG00000116675	6958	2033	1829	2766	1593	1934	2843	2385	2850
	ENSG00000224149	2203	2	1	8	1	3	5	3	9
AK4	ENSG00000162433	7578	241	221	81	71	258	90	60	395
LEPROT	ENSG00000213625	5237	1479	1513	2088	1445	1644	2451	1859	2343
RPL31P12	ENSG00000227207	358	0	0	0	0	0	0	0	0
LINC02796	ENSG00000227016	1382	0	0	0	0	0	0	0	0
NDUFS5P3	ENSG00000233664	321	0	0	0	0	0	0	0	0
NFIA-AS2	ENSG00000237928	6214	0	2	0	0	0	0	0	4
CACHD1	ENSG00000158966	7022	1494	1307	2021	1108	1493	1959	1641	2228
	ENSG00000213703	546	0	2	0	0	0	2	1	0
EFCAB7	ENSG00000203965	5704	274	243	356	223	303	392	254	405
LINC02238	ENSG00000223479	819	0	0	0	0	0	0	0	0
	ENSG00000233674	271	0	1	1	2	0	0	0	0
MCOLN2	ENSG00000153898	3442	0	1	1	0	0	0	1	0
	ENSG00000233290	7213	0	0	0	0	0	0	0	0
ST6GALNAC5	ENSG00000117069	6059	686	731	1027	658	663	1196	1071	1011
	ENSG00000229943	339	0	0	0	0	0	0	0	0
	ENSG00000286918	1791	1	6	3	2	5	6	4	6
	ENSG00000228734	859	0	0	0	0	0	0	0	0
ATG4C	ENSG00000125703	3116	451	515	629	456	440	773	434	632
	ENSG00000285041	2636	3	5	1	2	2	0	1	0
	ENSG00000185839	690	9	5	5	12	23	13	5	21
LINC02797	ENSG00000285808	1065	0	0	0	0	0	0	0	0
	ENSG00000275678	2352	0	0	0	0	0	0	0	0
	ENSG00000229440	217	0	0	0	0	0	0	0	0
COX6CP13	ENSG00000234144	226	0	1	0	0	0	3	0	0
LINC01359	ENSG00000226891	7863	21	8	21	11	23	26	11	33
TXN2P1	ENSG00000213540	493	1	0	0	0	0	0	4	0
	ENSG00000277670	263	0	0	0	0	0	0	0	0
PDE4B-AS1	ENSG00000227466	456	3	3	1	0	1	0	0	2
ASB17	ENSG00000154007	1080	0	0	0	0	0	0	0	0
COX6B1P7	ENSG00000225242	235	0	0	0	0	0	0	0	0
	ENSG00000230498	2086	28	8	18	23	21	26	29	28
RPL21P24	ENSG00000229554	448	0	0	0	0	0	0	0	0
	ENSG00000285782	761	0	0	0	0	0	0	0	0
ADGRL4	ENSG00000162618	5798	0	0	0	0	0	0	0	0
	ENSG00000224493	670	0	0	0	0	0	0	0	0
GJA9	ENSG00000131233	2439	0	1	0	1	0	9	2	1
	ENSG00000272371	456	1	1	1	3	1	0	0	1
	ENSG00000287647	2059	0	0	0	1	2	0	0	0
	ENSG00000229225	157	0	0	0	0	0	0	0	0
	ENSG00000230863	2159	0	3	3	2	3	8	1	4
PRKACB-DT	ENSG00000271576	1601	43	76	85	70	71	111	116	107
	ENSG00000213560	556	0	0	0	0	0	0	0	0
	ENSG00000287224	1416	0	0	0	0	0	0	0	0
	ENSG00000225598	580	0	0	0	0	0	0	0	0
ATP6V0E1P4	ENSG00000227883	242	0	0	0	0	0	0	0	0
PPIE	ENSG00000084072	11124	1665	1844	2308	1225	1580	2329	1910	2301
	ENSG00000286455	1126	0	0	0	0	0	0	0	0
	ENSG00000225087	2896	1	0	0	0	0	0	0	0
PPP1R8P1	ENSG00000224986	1044	1	0	4	2	4	9	4	0
	ENSG00000280378	1755	9	7	22	11	6	12	13	5
CLCA1	ENSG00000016490	3310	0	0	0	0	0	0	0	0
MTF1	ENSG00000188786	7989	877	667	1249	840	831	1386	1263	1255
JAK1	ENSG00000162434	12620	3803	3751	5649	3571	3634	5826	5129	4861
	ENSG00000230053	368	0	0	0	0	0	0	0	0
TTLL7	ENSG00000137941	10547	1292	975	1723	1094	1283	1798	1297	1807
	ENSG00000273338	209	9	1	17	8	7	22	6	5
GADD45A	ENSG00000116717	1925	352	503	746	401	430	824	824	543
	ENSG00000223720	651	0	0	2	0	0	0	0	0
	ENSG00000224326	349	0	0	0	0	0	0	0	0
	ENSG00000235002	397	1	0	0	0	0	2	4	5
	ENSG00000286548	6245	11	3	11	5	5	18	7	11
KDM4A	ENSG00000066135	5184	898	842	1556	853	769	1666	1332	1173
	ENSG00000230027	1312	0	0	0	0	1	0	0	0
TTLL7-IT1	ENSG00000233061	2921	1	2	2	0	0	0	1	0
	ENSG00000272094	879	1	0	1	0	0	2	0	0
NEGR1-IT1	ENSG00000228853	534	0	0	0	0	0	0	0	0
CAPNS1P1	ENSG00000215874	633	0	0	0	1	0	0	0	0
LINC02777	ENSG00000232453	2068	4	2	4	1	4	5	2	3
LDC1P	ENSG00000260386	3555	0	0	0	0	0	0	0	1
	ENSG00000284895	81	0	0	0	0	0	0	0	0
ZNHIT6	ENSG00000117174	6203	907	829	1110	677	819	1139	836	1208
MGC27382	ENSG00000237413	2481	0	0	0	0	0	0	0	0
MROH7	ENSG00000184313	9088	3	1	1	4	0	7	0	3
	ENSG00000284645	3304	0	0	0	0	0	0	0	2
	ENSG00000225605	2097	0	0	0	0	0	0	0	0
LINC01763	ENSG00000225446	1842	1	1	1	0	4	1	0	4
	ENSG00000288543	497	6	20	12	18	19	15	13	25
PTGFR	ENSG00000122420	5764	20	12	14	16	8	15	7	13
LINC02801	ENSG00000284240	4926	0	0	0	0	1	0	0	0
EEF1GP7	ENSG00000236290	703	1	0	2	0	2	2	1	4
LMO4	ENSG00000143013	5421	463	606	887	468	444	836	855	658
	ENSG00000226084	555	113	99	114	96	111	185	72	159
PRPF38A	ENSG00000134748	5617	2702	2929	3268	2115	2594	3408	2879	3561
SYDE2	ENSG00000097096	6405	0	0	0	0	0	0	1	0
PIGK	ENSG00000142892	5514	972	1039	1081	716	963	1258	960	1325
HNRNPA3P12	ENSG00000219102	1063	6	7	10	10	8	6	16	6
ST6GALNAC3	ENSG00000184005	7212	718	770	926	581	683	906	859	887
	ENSG00000230953	175	0	0	1	0	1	0	1	3
	ENSG00000287743	1672	6	1	5	7	2	8	0	1
PGBD4P8	ENSG00000229332	562	0	0	0	0	0	0	0	0
MTND2P30	ENSG00000227937	382	0	0	0	0	0	0	0	0
RPL7P10	ENSG00000229752	739	0	0	0	0	0	0	0	0
PKN2-AS1	ENSG00000237505	16635	2	2	4	0	1	2	2	2
LINC02792	ENSG00000285462	1507	0	0	0	0	0	0	0	0
	ENSG00000233216	322	0	0	2	0	0	2	0	0
GUCA2A	ENSG00000197273	597	0	0	0	0	0	0	0	0
	ENSG00000226804	1160	0	0	0	0	0	0	0	0
	ENSG00000285325	1172	0	0	0	1	0	1	0	0
	ENSG00000230728	623	2	0	0	1	0	0	2	0
USP24	ENSG00000162402	12023	3587	2781	3877	2305	3196	4005	3709	4676
SLC25A6P3	ENSG00000232846	879	0	0	0	0	0	0	0	0
	ENSG00000219201	921	54	30	25	30	29	34	33	42
PSAT1P3	ENSG00000230787	1111	0	0	0	0	1	0	5	1
DOCK7	ENSG00000116641	24890	4729	4269	6518	3994	4349	6578	5646	6163
NEXN-AS1	ENSG00000235927	2292	6	4	5	3	0	4	3	6
	ENSG00000223920	715	0	0	0	0	0	0	0	0
	ENSG00000237453	343	0	0	0	0	0	0	0	0
NEGR1	ENSG00000172260	13208	221	236	235	163	256	253	217	333
	ENSG00000285473	716	0	0	0	0	0	0	0	0
RPL36AP10	ENSG00000237959	322	0	0	0	0	0	0	0	0
LINC01712	ENSG00000231364	1841	0	0	0	0	0	0	0	0
	ENSG00000234578	470	0	0	0	0	0	0	0	0
FAAH	ENSG00000117480	2724	198	243	340	145	265	399	300	373
KYAT3	ENSG00000137944	2196	1640	1912	2176	1512	1680	2439	1901	2318
	ENSG00000229505	736	0	0	0	0	0	0	0	0
	ENSG00000228187	571	0	0	0	0	1	0	0	0
	ENSG00000285201	441	0	0	0	0	0	0	0	0
SHISAL2A	ENSG00000182183	2684	1	0	0	0	1	3	0	1
HMGB1P18	ENSG00000236407	619	0	0	0	0	0	0	0	0
CLCA4-AS1	ENSG00000236915	2738	0	0	0	0	1	0	0	0
	ENSG00000271949	654	0	0	0	0	0	0	0	0
	ENSG00000227062	418	0	0	0	0	0	0	0	0
DNTTIP2	ENSG00000067334	7518	2603	2958	3178	1985	2727	3086	2741	3507
	ENSG00000235011	355	0	0	0	0	0	0	0	0
	ENSG00000235673	691	1	1	5	1	0	1	0	0
	ENSG00000226938	383	0	0	0	0	0	0	0	0
HNRNPA1P64	ENSG00000213559	922	0	0	0	0	0	0	0	0
	ENSG00000287587	1188	0	2	0	1	2	0	0	0
ODF2L	ENSG00000122417	10898	860	675	1363	802	859	1523	1010	1312
PTPRF	ENSG00000142949	10712	2731	2221	1934	1074	2515	1791	1596	3681
DHCR24	ENSG00000116133	6214	4175	4318	4631	2668	4014	4453	3965	5886
LINC02795	ENSG00000285210	2885	0	1	2	1	0	1	1	0
PHKA1P1	ENSG00000232882	621	9	4	5	3	5	9	5	7
CDCA4P2	ENSG00000224466	718	0	0	0	0	0	0	0	0
COL24A1	ENSG00000171502	9568	1	2	1	1	0	0	2	2
BSND	ENSG00000162399	9761	0	0	0	0	0	0	0	0
	ENSG00000231349	691	0	0	0	0	0	1	3	0
GPX7	ENSG00000116157	1692	660	834	599	335	673	536	594	837
SLC44A3	ENSG00000143036	2869	114	111	53	36	174	57	39	169
ACTG1P21	ENSG00000232672	1000	0	0	0	0	0	0	0	0
LINC01362	ENSG00000230817	2155	1	0	0	0	0	0	0	2
NSRP1P1	ENSG00000235613	1693	0	0	0	0	4	2	0	0
PKN2	ENSG00000065243	6897	1733	1365	2043	1367	1579	2342	1782	2321
DAB1-AS1	ENSG00000226759	4340	0	0	0	0	0	0	2	1
MTCO1P21	ENSG00000226960	589	0	0	0	0	0	0	0	0
	ENSG00000233877	387	0	0	0	0	0	0	1	3
	ENSG00000234080	877	0	2	0	0	0	4	1	1
	ENSG00000237899	471	17	9	23	9	11	35	32	26
	ENSG00000234784	241	0	0	0	0	0	0	0	0
GBP1P1	ENSG00000225492	2352	0	0	0	0	0	0	1	0
	ENSG00000223905	664	0	0	0	0	0	0	0	0
LINC01364	ENSG00000227290	920	0	0	0	0	0	0	0	0
	ENSG00000229486	1401	0	0	0	0	0	0	0	0
RPSAP65	ENSG00000223683	595	0	0	0	0	0	0	0	0
	ENSG00000282898	559	0	0	0	0	0	0	0	0
	ENSG00000285409	597	0	0	0	0	0	0	0	0
CLCA4	ENSG00000016602	3447	0	0	0	0	0	1	0	0
MIR4422HG	ENSG00000231090	2568	0	0	0	1	0	0	0	0
ABCD3	ENSG00000117528	7655	2198	2408	3766	2427	2302	4068	3220	3208
MROH7-TTC4	ENSG00000271723	7090	0	0	0	0	0	0	0	0
ZMYND12	ENSG00000066185	2181	17	15	31	24	16	40	16	28
ALG14	ENSG00000172339	9641	196	232	113	65	186	103	134	278
ZZZ3	ENSG00000036549	9008	1948	1907	2505	1597	1881	2801	2282	2754
	ENSG00000287724	831	1	0	0	0	1	0	1	1
YIPF1	ENSG00000058799	2036	458	581	736	482	473	874	634	758
	ENSG00000225191	1240	0	0	0	0	0	0	0	0
	ENSG00000287870	1211	7	2	3	1	1	1	2	6
	ENSG00000235563	1871	0	0	0	0	0	0	0	0
HNRNPCP9	ENSG00000232048	859	0	0	0	0	0	0	0	0
KATNBL1P2	ENSG00000232857	835	0	1	0	0	0	0	0	0
	ENSG00000273637	2171	0	0	0	0	0	0	0	0
NFYC-AS1	ENSG00000272145	1687	71	58	114	101	64	156	129	104
LDLRAD1	ENSG00000203985	2376	0	0	0	0	0	0	0	0
	ENSG00000228838	675	3	0	5	0	3	1	1	1
	ENSG00000283761	5765	5	5	10	5	6	10	2	10
	ENSG00000284716	1043	3	1	1	7	3	1	0	2
GJB4	ENSG00000189433	1444	0	0	4	0	0	0	0	0
	ENSG00000230759	418	0	0	0	0	0	0	0	0
	ENSG00000231866	175	0	0	0	0	0	0	0	0
TMEM125	ENSG00000179178	2138	0	0	0	0	0	0	0	0
DMRTA2	ENSG00000142700	3168	95	118	85	54	102	84	76	156
	ENSG00000285525	1414	0	0	0	0	0	0	0	0
	ENSG00000236098	592	0	0	0	0	0	0	0	0
	ENSG00000233514	360	13	7	12	4	16	12	6	6
HIVEP3	ENSG00000127124	14625	174	165	194	122	163	206	188	195
	ENSG00000266993	1819	40	12	39	29	37	72	31	41
CLCA3P	ENSG00000153923	3437	0	0	0	0	0	0	0	0
SH3GLB1	ENSG00000097033	6881	1991	1856	2404	1645	1811	2505	2211	2570
	ENSG00000223675	2171	0	0	0	0	2	0	0	0
PRAMEF8	ENSG00000182330	1937	0	0	0	0	0	0	0	0
TM2D1	ENSG00000162604	5516	453	494	470	353	381	558	430	579
HMGB1P45	ENSG00000229316	653	0	0	0	0	0	0	0	1
SCP2	ENSG00000116171	8253	1680	1853	1828	1107	1697	2016	1576	2315
	ENSG00000287406	968	0	0	0	0	0	0	0	0
FAF1-AS1	ENSG00000225767	503	3	3	0	0	1	0	2	1
MTND4P11	ENSG00000234099	1058	0	0	0	0	0	0	0	0
BCAR3	ENSG00000137936	6919	309	451	456	315	458	481	411	493
